date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen,temperature_max,temperature_min,precipitation,windspeed_max,is_holiday,day_of_week,month,day_of_month,is_weekend
2023-07-17,2,832,751,1.84,24.9,14.0,0.0,19.9,0,0,7,17,0
2023-07-18,2,993,900,1.17,28.7,14.0,0.0,13.5,0,1,7,18,0
2023-07-19,2,1000,909,1.68,24.4,16.6,0.0,21.1,0,2,7,19,0
2023-07-20,2,867,762,2.27,25.7,13.8,0.0,14.5,0,3,7,20,0
2023-07-21,2,922,829,1.99,24.4,15.1,2.0,19.2,0,4,7,21,0
2023-07-22,2,696,634,1.89,25.6,13.1,0.0,23.3,0,5,7,22,1
2023-07-23,2,651,576,2.02,24.0,17.1,6.8,31.6,0,6,7,23,1
2023-07-24,2,962,887,2.4,23.3,17.2,14.1,26.0,0,0,7,24,0
2023-07-25,2,1006,902,2.21,20.2,14.9,15.6,17.3,0,1,7,25,0
2023-07-26,2,950,860,1.38,23.2,12.1,0.2,17.4,0,2,7,26,0
2023-07-27,2,970,824,1.65,22.8,17.6,17.1,28.2,0,3,7,27,0
2023-07-28,2,982,857,3.59,24.1,17.9,7.9,17.3,0,4,7,28,0
2023-07-29,2,662,591,1.62,23.1,16.9,5.9,19.4,0,5,7,29,1
2023-07-30,2,638,565,2.94,22.6,14.5,0.1,22.3,0,6,7,30,1
2023-07-31,2,932,858,1.63,22.5,16.8,8.0,31.1,0,0,7,31,0
2023-08-01,2,944,872,1.71,21.7,15.7,2.4,30.1,0,1,8,1,0
2023-08-02,2,957,881,1.44,23.1,16.9,23.4,44.3,0,2,8,2,0
2023-08-03,2,1002,919,1.93,18.7,16.0,5.5,32.2,0,3,8,3,0
2023-08-04,2,867,773,2.39,21.0,14.3,3.4,15.1,0,4,8,4,0
2023-08-05,2,630,541,2.26,19.2,12.7,6.4,30.7,0,5,8,5,1
2023-08-06,2,692,624,2.02,19.2,13.3,1.6,30.2,0,6,8,6,1
2023-08-07,2,990,894,2.29,21.4,12.2,0.3,16.1,0,0,8,7,0
2023-08-08,2,963,866,2.2,22.9,14.3,0.6,16.7,0,1,8,8,0
2023-08-09,2,1038,949,2.2,23.1,16.3,0.0,15.4,0,2,8,9,0
2023-08-10,2,896,802,2.22,25.9,13.9,0.0,12.8,0,3,8,10,0
2023-08-11,2,992,911,1.41,27.3,17.3,3.3,14.9,0,4,8,11,0
2023-08-12,2,626,587,2.17,25.5,19.3,4.5,19.7,0,5,8,12,1
2023-08-13,2,618,566,2.05,23.1,16.0,0.0,16.4,0,6,8,13,1
2023-08-14,2,977,866,2.25,26.8,15.6,2.1,18.9,0,0,8,14,0
2023-08-15,2,1069,969,2.61,23.9,16.5,0.7,11.9,1,1,8,15,0
2023-08-16,2,964,876,2.0,25.9,15.9,0.1,12.1,0,2,8,16,0
2023-08-17,2,1073,973,2.44,27.5,17.0,0.8,13.4,0,3,8,17,0
2023-08-18,2,949,829,1.85,31.1,17.8,0.3,12.0,0,4,8,18,0
2023-08-19,2,649,557,1.7,26.8,20.0,7.0,14.5,0,5,8,19,1
2023-08-20,2,715,637,2.21,29.4,17.2,0.4,15.0,0,6,8,20,1
2023-08-21,2,919,801,1.27,27.3,16.5,0.0,11.7,0,0,8,21,0
2023-08-22,2,1024,984,2.33,29.3,16.3,0.0,12.4,0,1,8,22,0
2023-08-23,2,923,843,2.26,30.7,17.6,0.0,12.4,0,2,8,23,0
2023-08-24,2,978,871,1.93,26.2,19.8,18.1,20.5,0,3,8,24,0
2023-08-25,2,966,863,2.57,22.8,17.6,23.2,17.9,0,4,8,25,0
2023-08-26,2,614,562,2.69,21.4,14.1,0.8,21.7,0,5,8,26,1
2023-08-27,2,609,550,2.5,21.1,12.5,1.1,19.9,0,6,8,27,1
2023-08-28,2,983,855,2.51,20.7,13.4,1.7,12.0,0,0,8,28,0
2023-08-29,2,919,816,2.87,20.6,11.3,1.0,12.2,0,1,8,29,0
2023-08-30,2,978,886,2.16,20.0,12.9,2.6,20.5,0,2,8,30,0
2023-08-31,2,1000,863,2.17,19.0,12.6,16.2,21.7,0,3,8,31,0
2023-09-01,2,1106,1031,1.93,23.4,16.7,3.2,21.6,0,4,9,1,0
2023-09-02,2,737,662,2.3,27.8,15.5,1.6,15.5,0,5,9,2,1
2023-09-03,2,790,697,1.34,29.7,17.4,0.0,15.4,0,6,9,3,1
2023-09-04,2,1084,1003,2.23,29.2,17.0,0.0,18.7,0,0,9,4,0
2023-09-05,2,1009,928,2.7,32.1,17.8,0.0,10.5,0,1,9,5,0
2023-09-06,2,1067,1033,0.61,32.0,17.3,0.0,11.0,0,2,9,6,0
2023-09-07,2,1029,930,1.14,30.8,14.9,0.0,10.5,0,3,9,7,0
2023-09-08,2,1007,920,2.82,34.0,18.8,0.0,9.7,0,4,9,8,0
2023-09-09,2,746,665,2.45,34.0,19.2,0.0,12.3,0,5,9,9,1
2023-09-10,2,791,709,1.48,33.8,20.1,0.0,12.1,0,6,9,10,1
2023-09-11,2,1126,991,2.11,26.8,19.0,0.9,13.4,0,0,9,11,0
2023-09-12,2,1110,1014,1.8,20.6,16.9,20.8,9.7,0,1,9,12,0
2023-09-13,2,1074,982,1.54,21.7,16.4,1.2,10.2,0,2,9,13,0
2023-09-14,2,1126,1028,2.96,23.5,13.6,0.1,8.0,0,3,9,14,0
2023-09-15,2,1131,1005,2.41,26.2,12.8,0.0,9.6,0,4,9,15,0
2023-09-16,2,773,690,1.82,24.4,13.3,0.0,10.0,0,5,9,16,1
2023-09-17,2,735,677,1.88,24.5,17.1,6.2,16.8,0,6,9,17,1
2023-09-18,2,1123,991,1.1,23.4,16.5,10.1,22.8,0,0,9,18,0
2023-09-19,2,1016,940,1.83,21.3,13.1,0.0,26.6,0,1,9,19,0
2023-09-20,2,1099,977,1.92,23.8,16.4,0.0,30.2,0,2,9,20,0
2023-09-21,2,1130,997,1.9,20.8,14.1,18.1,24.8,0,3,9,21,0
2023-09-22,2,1085,991,1.85,16.7,11.3,8.3,27.4,0,4,9,22,0
2023-09-23,2,761,701,2.95,17.3,10.5,0.2,13.4,0,5,9,23,1
2023-09-24,2,714,622,1.87,20.0,8.0,0.0,15.4,0,6,9,24,1
2023-09-25,2,1129,979,2.04,22.9,9.3,0.0,9.8,0,0,9,25,0
2023-09-26,2,1013,896,1.93,23.9,12.9,0.0,8.9,0,1,9,26,0
2023-09-27,2,1048,992,1.44,25.2,12.2,0.0,17.4,0,2,9,27,0
2023-09-28,2,1055,942,1.88,21.8,15.7,0.0,17.2,0,3,9,28,0
2023-09-29,2,1051,946,2.23,21.5,13.6,0.1,25.6,0,4,9,29,0
2023-09-30,2,694,608,1.39,22.0,10.0,0.0,8.8,0,5,9,30,1
2023-10-01,2,754,705,2.41,25.7,12.3,0.0,11.8,0,6,10,1,1
2023-10-02,2,1078,958,1.67,27.2,13.2,0.0,17.4,0,0,10,2,0
2023-10-03,2,1051,928,2.57,22.0,12.6,6.6,25.6,0,1,10,3,0
2023-10-04,2,1146,1001,3.16,19.0,9.4,0.0,9.8,0,2,10,4,0
2023-10-05,2,1062,936,2.81,19.2,9.2,0.0,7.8,0,3,10,5,0
2023-10-06,2,1106,952,2.39,21.5,8.4,0.0,8.5,0,4,10,6,0
2023-10-07,2,682,605,2.98,23.9,9.9,0.0,8.8,0,5,10,7,1
2023-10-08,2,697,654,2.4,25.7,10.6,0.0,11.4,0,6,10,8,1
2023-10-09,2,1077,987,2.95,24.6,11.0,0.0,10.0,0,0,10,9,0
2023-10-10,2,1017,891,2.14,27.3,10.0,0.0,12.4,0,1,10,10,0
2023-10-11,2,1102,1001,1.75,24.8,12.3,0.0,18.0,0,2,10,11,0
2023-10-12,2,1007,916,1.66,22.3,16.5,5.0,20.8,0,3,10,12,0
2023-10-13,2,1076,968,2.22,25.2,17.3,0.0,31.6,0,4,10,13,0
2023-10-14,2,838,766,1.98,18.8,10.9,1.1,31.9,0,5,10,14,1
2023-10-15,2,753,672,2.14,13.5,7.6,0.1,11.9,0,6,10,15,1
2023-10-16,2,1098,981,2.42,13.4,4.3,0.0,21.1,0,0,10,16,0
2023-10-17,2,1102,986,2.19,16.3,4.8,0.0,13.8,0,1,10,17,0
2023-10-18,2,1089,1002,2.15,19.2,12.0,7.8,27.4,0,2,10,18,0
2023-10-19,2,1167,1048,1.24,21.2,14.7,5.8,26.6,0,3,10,19,0
2023-10-20,2,1117,1024,2.82,17.9,12.4,12.4,17.5,0,4,10,20,0
2023-10-21,2,765,677,1.85,15.3,11.0,7.0,41.4,0,5,10,21,1
2023-10-22,2,752,690,2.2,16.3,9.4,2.7,26.7,0,6,10,22,1
2023-10-23,2,1139,1036,1.35,12.0,8.0,5.7,16.2,0,0,10,23,0
2023-10-24,2,1099,970,2.11,16.1,10.9,2.1,17.6,0,1,10,24,0
2023-10-25,2,1095,960,2.29,15.0,11.5,12.6,27.3,0,2,10,25,0
2023-10-26,2,1084,982,1.8,15.9,11.1,15.0,19.1,0,3,10,26,0
2023-10-27,2,1018,946,1.8,15.2,9.9,5.4,25.7,0,4,10,27,0
2023-10-28,2,802,714,2.71,15.1,10.2,8.6,34.3,0,5,10,28,1
2023-10-29,2,695,605,2.0,16.2,11.8,2.5,36.8,0,6,10,29,1
2023-10-30,2,1025,935,2.7,13.1,9.7,8.6,17.3,0,0,10,30,0
2023-10-31,2,1038,960,3.34,15.0,8.2,0.3,22.2,0,1,10,31,0
2023-11-01,2,1465,1338,2.26,13.8,11.3,2.2,27.0,1,2,11,1,0
2023-11-02,2,1403,1263,2.79,14.0,9.4,3.5,47.3,0,3,11,2,0
2023-11-03,2,1499,1383,1.63,10.8,5.8,0.3,24.0,0,4,11,3,0
2023-11-04,2,1013,927,1.86,14.2,7.6,12.3,34.7,0,5,11,4,1
2023-11-05,2,955,873,1.77,13.6,10.1,1.8,34.6,0,6,11,5,1
2023-11-06,2,1400,1252,1.68,13.2,7.9,1.1,28.6,0,0,11,6,0
2023-11-07,2,1315,1184,2.03,12.4,6.6,0.9,23.2,0,1,11,7,0
2023-11-08,2,1439,1330,3.33,12.5,6.5,4.0,32.1,0,2,11,8,0
2023-11-09,2,1397,1275,2.1,12.3,8.6,9.3,28.7,0,3,11,9,0
2023-11-10,2,1422,1282,2.8,11.6,6.6,0.4,35.3,0,4,11,10,0
2023-11-11,2,940,819,1.47,11.9,5.5,0.5,18.0,1,5,11,11,1
2023-11-12,2,985,903,2.38,13.7,6.2,10.0,22.3,0,6,11,12,1
2023-11-13,2,1380,1213,0.83,17.2,11.9,8.3,31.7,0,0,11,13,0
2023-11-14,2,1384,1233,1.4,13.7,10.5,2.0,29.4,0,1,11,14,0
2023-11-15,2,1330,1192,2.45,12.7,8.6,1.4,24.8,0,2,11,15,0
2023-11-16,2,1462,1273,2.32,10.8,7.4,15.2,26.6,0,3,11,16,0
2023-11-17,2,1450,1282,2.58,11.5,6.0,1.4,19.1,0,4,11,17,0
2023-11-18,2,956,870,2.32,14.4,8.4,13.7,24.7,0,5,11,18,1
2023-11-19,2,944,862,1.82,15.3,11.8,1.6,26.3,0,6,11,19,1
2023-11-20,2,1417,1273,1.73,12.7,9.8,7.8,33.8,0,0,11,20,0
2023-11-21,2,1377,1248,1.66,12.2,8.3,0.6,18.8,0,1,11,21,0
2023-11-22,2,1358,1242,1.89,9.4,4.4,0.0,16.7,0,2,11,22,0
2023-11-23,2,1411,1276,1.63,13.2,6.4,0.0,19.2,0,3,11,23,0
2023-11-24,2,1433,1305,1.59,11.6,3.5,0.5,25.7,0,4,11,24,0
2023-11-25,2,954,831,1.4,8.0,2.4,0.0,21.1,0,5,11,25,1
2023-11-26,2,947,842,1.27,7.1,-0.3,0.0,14.1,0,6,11,26,1
2023-11-27,2,1551,1322,2.21,9.3,4.5,6.2,23.2,0,0,11,27,0
2023-11-28,2,1424,1292,1.4,7.6,1.4,0.2,22.5,0,1,11,28,0
2023-11-29,2,1373,1252,1.57,8.5,0.8,0.0,13.3,0,2,11,29,0
2023-11-30,2,1296,1121,0.91,6.5,0.1,1.1,10.2,0,3,11,30,0
2023-12-01,2,1377,1229,2.27,3.8,-0.1,0.0,15.5,0,4,12,1,0
2023-12-02,2,1043,945,1.35,3.1,-3.3,0.0,16.2,0,5,12,2,1
2023-12-03,2,1006,929,1.45,4.2,-2.0,0.1,22.3,0,6,12,3,1
2023-12-04,2,1436,1282,2.13,9.8,2.3,14.1,29.5,0,0,12,4,0
2023-12-05,2,1365,1252,2.36,8.3,5.9,9.3,29.7,0,1,12,5,0
2023-12-06,2,1301,1133,0.65,7.8,3.1,0.1,13.7,0,2,12,6,0
2023-12-07,2,1467,1292,2.64,6.2,2.3,5.2,19.3,0,3,12,7,0
2023-12-08,2,1504,1360,3.14,10.6,5.4,5.8,14.1,0,4,12,8,0
2023-12-09,2,1059,949,1.48,14.3,6.6,25.3,38.3,0,5,12,9,1
2023-12-10,2,1015,875,2.91,13.4,7.1,1.8,33.0,0,6,12,10,1
2023-12-11,2,1377,1247,3.25,13.1,8.7,0.0,23.4,0,0,12,11,0
2023-12-12,2,1255,1124,2.5,13.0,8.9,6.4,24.2,0,1,12,12,0
2023-12-13,2,1376,1289,1.83,10.1,6.5,2.1,19.9,0,2,12,13,0
2023-12-14,2,1353,1208,2.86,8.4,6.8,0.3,23.2,0,3,12,14,0
2023-12-15,2,1351,1223,1.66,9.6,4.0,0.8,10.1,0,4,12,15,0
2023-12-16,2,895,796,1.89,9.9,1.3,0.0,8.8,0,5,12,16,1
2023-12-17,2,948,811,1.93,7.3,1.5,0.0,11.9,0,6,12,17,1
2023-12-18,2,1382,1227,2.6,3.9,1.1,0.0,13.6,0,0,12,18,0
2023-12-19,2,1459,1341,1.93,10.1,3.5,2.9,25.2,0,1,12,19,0
2023-12-20,2,1276,1139,1.38,9.5,4.9,0.3,22.6,0,2,12,20,0
2023-12-21,2,1322,1172,1.54,12.0,9.5,0.8,31.0,0,3,12,21,0
2023-12-22,2,1403,1271,1.88,11.0,9.4,1.1,30.8,0,4,12,22,0
2023-12-23,2,985,878,2.16,11.9,8.1,0.4,23.2,0,5,12,23,1
2023-12-24,2,1012,908,2.4,11.4,8.4,0.2,25.8,0,6,12,24,1
2023-12-25,2,1443,1291,2.42,12.8,10.7,0.0,27.5,1,0,12,25,0
2023-12-26,2,1415,1238,1.41,11.6,10.0,0.4,23.0,0,1,12,26,0
2023-12-27,2,1493,1367,2.4,10.4,7.4,2.0,28.6,0,2,12,27,0
2023-12-28,2,1383,1233,1.59,12.2,8.7,0.2,29.1,0,3,12,28,0
2023-12-29,2,1400,1241,1.51,11.5,8.3,1.3,30.6,0,4,12,29,0
2023-12-30,2,953,851,1.71,11.8,7.7,0.1,25.3,0,5,12,30,1
2023-12-31,2,1000,914,2.04,10.8,7.7,1.8,38.2,0,6,12,31,1
2024-01-01,2,1093,998,2.26,9.9,5.9,2.1,30.5,1,0,1,1,0
2024-01-02,2,1033,936,1.63,11.9,9.5,14.0,41.2,0,1,1,2,0
2024-01-03,2,1073,945,1.82,12.0,8.9,2.1,32.8,0,2,1,3,0
2024-01-04,2,992,870,1.81,10.6,6.7,1.3,28.3,0,3,1,4,0
2024-01-05,2,1023,909,2.52,10.3,4.4,0.0,25.2,0,4,1,5,0
2024-01-06,2,728,637,2.61,7.5,3.4,1.6,22.2,0,5,1,6,1
2024-01-07,2,766,677,2.03,4.9,1.5,0.1,20.9,0,6,1,7,1
2024-01-08,2,1063,922,2.7,1.0,-3.8,0.3,22.2,0,0,1,8,0
2024-01-09,2,1063,975,1.61,-1.4,-2.4,1.4,16.1,0,1,1,9,0
2024-01-10,2,1151,1009,2.58,0.9,-3.9,0.0,11.3,0,2,1,10,0
2024-01-11,2,1091,988,1.47,1.9,-2.8,0.0,15.7,0,3,1,11,0
2024-01-12,2,1037,956,2.18,3.3,-2.4,0.0,15.0,0,4,1,12,0
2024-01-13,2,770,697,3.42,0.7,-1.7,0.0,10.2,0,5,1,13,1
2024-01-14,2,697,610,2.41,0.2,-2.6,0.0,10.3,0,6,1,14,1
2024-01-15,2,1018,881,2.47,4.6,-2.4,0.4,17.4,0,0,1,15,0
2024-01-16,2,1055,969,2.32,3.4,-3.8,0.0,11.5,0,1,1,16,0
2024-01-17,2,1036,942,1.73,9.0,-1.5,26.7,23.5,0,2,1,17,0
2024-01-18,2,1012,947,2.04,2.9,-3.0,7.2,22.1,0,3,1,18,0
2024-01-19,2,993,927,1.87,3.7,-4.2,0.0,9.9,0,4,1,19,0
2024-01-20,2,756,674,1.99,1.5,-5.3,0.0,13.6,0,5,1,20,1
2024-01-21,2,767,677,2.39,8.3,-1.6,0.1,33.7,0,6,1,21,1
2024-01-22,2,1018,925,1.84,12.3,8.0,6.2,42.0,0,0,1,22,0
2024-01-23,2,1027,925,2.5,13.2,6.2,0.5,27.7,0,1,1,23,0
2024-01-24,2,1003,897,3.61,13.5,10.6,0.5,27.7,0,2,1,24,0
2024-01-25,2,1084,951,2.41,13.1,9.5,1.1,17.1,0,3,1,25,0
2024-01-26,2,1117,990,2.06,12.1,2.0,1.0,24.9,0,4,1,26,0
2024-01-27,2,770,684,1.52,7.4,-1.9,0.0,8.1,0,5,1,27,1
2024-01-28,2,706,622,2.55,9.3,0.2,0.0,12.8,0,6,1,28,1
2024-01-29,2,1122,1044,3.09,12.8,5.6,0.0,13.7,0,0,1,29,0
2024-01-30,2,1044,937,2.68,11.2,7.0,0.0,15.1,0,1,1,30,0
2024-01-31,2,1084,998,1.82,11.4,2.6,0.0,14.3,0,2,1,31,0
2024-02-01,2,1162,1040,1.26,11.4,5.7,1.1,18.3,0,3,2,1,0
2024-02-02,2,1106,973,2.0,9.2,3.5,0.0,14.2,0,4,2,2,0
2024-02-03,2,718,643,2.15,11.2,8.7,0.0,17.7,0,5,2,3,1
2024-02-04,2,704,660,1.42,12.1,8.8,0.0,20.3,0,6,2,4,1
2024-02-05,2,1070,953,1.8,9.7,6.2,0.0,18.1,0,0,2,5,0
2024-02-06,2,1028,900,1.68,12.3,7.5,0.0,29.6,0,1,2,6,0
2024-02-07,2,951,891,1.04,12.2,10.5,5.9,29.3,0,2,2,7,0
2024-02-08,2,1092,971,2.09,13.6,11.1,7.4,30.4,0,3,2,8,0
2024-02-09,2,1067,961,1.32,14.2,8.9,3.4,30.5,0,4,2,9,0
2024-02-10,2,786,688,1.37,10.0,5.8,7.4,24.6,0,5,2,10,1
2024-02-11,2,777,711,2.09,10.5,6.5,1.1,27.4,0,6,2,11,1
2024-02-12,2,1051,936,1.58,10.6,4.3,0.8,13.2,0,0,2,12,0
2024-02-13,2,1109,1007,2.85,10.8,2.6,1.9,22.5,0,1,2,13,0
2024-02-14,2,1131,1025,1.91,14.8,9.2,0.5,22.2,0,2,2,14,0
2024-02-15,2,1073,1005,2.02,17.1,8.7,3.6,14.0,0,3,2,15,0
2024-02-16,2,968,885,1.95,14.1,7.2,4.4,25.7,0,4,2,16,0
2024-02-17,2,754,694,3.24,13.8,6.5,0.0,10.0,0,5,2,17,1
2024-02-18,2,837,746,2.09,11.7,6.5,6.2,23.4,0,6,2,18,1
2024-02-19,2,1071,943,2.08,11.6,9.2,0.6,21.3,0,0,2,19,0
2024-02-20,2,1094,994,1.79,10.8,6.9,0.0,14.9,0,1,2,20,0
2024-02-21,2,1125,1015,2.09,10.6,6.8,10.8,30.9,0,2,2,21,0
2024-02-22,2,1101,985,1.75,14.3,6.2,15.6,40.8,0,3,2,22,0
2024-02-23,2,1060,940,2.21,9.1,4.2,2.2,31.4,0,4,2,23,0
2024-02-24,2,689,613,2.01,8.9,2.0,3.6,28.0,0,5,2,24,1
2024-02-25,2,742,656,2.05,8.9,3.7,9.4,23.5,0,6,2,25,1
2024-02-26,2,1026,907,1.58,9.6,5.4,8.5,29.5,0,0,2,26,0
2024-02-27,2,1153,1024,0.99,9.7,4.1,0.0,27.3,0,1,2,27,0
2024-02-28,2,1031,917,1.48,10.9,0.2,0.0,14.0,0,2,2,28,0
2024-02-29,2,1132,1013,1.76,10.4,8.6,1.4,23.6,0,3,2,29,0
2024-03-01,2,1046,905,2.31,10.9,4.3,5.2,35.7,0,4,3,1,0
2024-03-02,2,776,642,1.51,8.9,5.0,11.2,25.9,0,5,3,2,1
2024-03-03,2,809,738,2.16,8.8,4.1,3.2,13.9,0,6,3,3,1
2024-03-04,2,1123,974,2.25,11.2,0.3,0.6,12.1,0,0,3,4,0
2024-03-05,2,971,861,2.3,9.5,4.6,7.5,19.2,0,1,3,5,0
2024-03-06,2,1058,950,2.6,9.6,3.9,3.2,10.0,0,2,3,6,0
2024-03-07,2,1021,948,2.02,12.8,1.2,0.0,19.3,0,3,3,7,0
2024-03-08,2,1096,990,2.82,13.6,2.6,0.0,25.6,0,4,3,8,0
2024-03-09,2,747,673,2.09,13.6,6.0,4.6,25.5,0,5,3,9,1
2024-03-10,2,802,710,2.36,10.6,6.2,3.0,15.9,0,6,3,10,1
2024-03-11,2,1189,1052,1.33,12.1,4.1,1.6,20.3,0,0,3,11,0
2024-03-12,2,1083,1021,2.29,11.6,6.8,5.2,18.4,0,1,3,12,0
2024-03-13,2,1045,918,1.71,14.3,9.2,0.0,16.1,0,2,3,13,0
2024-03-14,2,946,913,2.49,17.5,5.6,0.0,16.7,0,3,3,14,0
2024-03-15,2,1025,932,2.29,16.1,11.4,6.9,28.8,0,4,3,15,0
2024-03-16,2,734,658,3.04,14.7,9.6,0.7,21.6,0,5,3,16,1
2024-03-17,2,711,619,1.45,15.5,9.0,4.6,16.1,0,6,3,17,1
2024-03-18,2,1106,975,2.1,16.2,10.3,3.4,12.4,0,0,3,18,0
2024-03-19,2,1110,1031,1.95,17.2,6.8,0.0,10.4,0,1,3,19,0
2024-03-20,2,1008,938,2.24,19.2,6.1,0.0,9.4,0,2,3,20,0
2024-03-21,2,1103,1009,1.94,18.1,7.5,0.0,11.3,0,3,3,21,0
2024-03-22,2,1095,988,2.01,17.6,7.2,0.1,17.8,0,4,3,22,0
2024-03-23,2,644,586,3.84,10.9,5.2,8.3,28.4,0,5,3,23,1
2024-03-24,2,732,653,1.55,11.4,3.9,0.8,28.3,0,6,3,24,1
2024-03-25,2,1060,961,1.87,12.9,1.7,0.0,21.1,0,0,3,25,0
2024-03-26,2,1100,991,2.06,12.5,6.2,8.0,23.6,0,1,3,26,0
2024-03-27,2,1134,1014,1.17,12.5,5.0,1.3,29.0,0,2,3,27,0
2024-03-28,2,1082,960,2.37,12.0,5.6,3.5,39.0,0,3,3,28,0
2024-03-29,2,1117,1038,1.47,13.3,8.4,8.2,22.4,0,4,3,29,0
2024-03-30,2,706,607,2.15,12.1,7.3,11.7,14.9,0,5,3,30,1
2024-03-31,2,829,767,2.18,14.0,6.2,2.4,22.7,0,6,3,31,1
2024-04-01,2,1100,1000,1.89,13.7,6.7,1.7,23.4,1,0,4,1,0
2024-04-02,2,1121,1011,1.63,13.9,7.6,0.5,33.7,0,1,4,2,0
2024-04-03,2,1088,994,1.37,16.1,10.0,7.2,28.2,0,2,4,3,0
2024-04-04,2,1079,952,1.91,18.0,12.3,10.8,39.8,0,3,4,4,0
2024-04-05,2,1130,1025,1.73,18.1,12.3,4.2,26.3,0,4,4,5,0
2024-04-06,2,793,705,3.08,24.1,12.7,0.0,23.2,0,5,4,6,1
2024-04-07,2,648,606,2.25,17.1,13.1,10.6,17.6,0,6,4,7,1
2024-04-08,2,1087,1010,1.72,21.4,8.3,8.3,20.3,0,0,4,8,0
2024-04-09,2,1101,974,1.74,12.6,7.8,1.2,31.7,0,1,4,9,0
2024-04-10,2,1070,953,2.53,15.8,5.1,0.0,14.8,0,2,4,10,0
2024-04-11,2,1145,1012,1.37,17.8,9.6,0.5,11.4,0,3,4,11,0
2024-04-12,2,999,883,1.4,22.2,9.7,0.0,13.1,0,4,4,12,0
2024-04-13,2,717,646,2.29,24.2,10.4,0.0,17.7,0,5,4,13,1
2024-04-14,2,769,708,1.71,20.1,9.7,0.0,16.3,0,6,4,14,1
2024-04-15,2,1108,965,2.1,13.5,7.0,2.8,39.8,0,0,4,15,0
2024-04-16,2,1065,949,2.07,13.0,6.8,2.8,27.8,0,1,4,16,0
2024-04-17,2,1190,1061,2.42,11.9,4.6,1.3,22.0,0,2,4,17,0
2024-04-18,2,1096,981,1.7,12.0,2.8,0.7,15.4,0,3,4,18,0
2024-04-19,2,1025,912,2.41,12.4,7.7,0.8,29.5,0,4,4,19,0
2024-04-20,2,784,692,1.64,10.3,3.5,0.1,20.6,0,5,4,20,1
2024-04-21,2,754,660,2.18,10.6,3.2,1.7,28.7,0,6,4,21,1
2024-04-22,2,985,873,2.34,10.6,2.6,0.6,18.5,0,0,4,22,0
2024-04-23,2,1122,1052,2.17,11.3,1.2,0.0,19.2,0,1,4,23,0
2024-04-24,2,1095,993,2.3,10.8,5.0,1.2,27.4,0,2,4,24,0
2024-04-25,2,1105,1020,1.95,12.3,1.3,0.2,11.1,0,3,4,25,0
2024-04-26,2,1150,1028,2.71,15.3,4.2,3.0,18.0,0,4,4,26,0
2024-04-27,2,706,667,1.74,16.0,8.5,16.2,17.1,0,5,4,27,1
2024-04-28,2,768,699,1.89,15.5,9.3,3.9,28.0,0,6,4,28,1
2024-04-29,2,1114,1043,2.38,17.8,5.8,0.4,15.5,0,0,4,29,0
2024-04-30,2,1027,905,2.09,18.6,10.3,5.2,22.5,0,1,4,30,0
2024-05-01,2,1169,1044,2.97,19.4,11.6,5.1,20.8,1,2,5,1,0
2024-05-02,2,1025,924,0.99,15.2,10.8,7.4,23.2,0,3,5,2,0
2024-05-03,2,1100,946,2.64,15.7,8.8,2.6,21.9,0,4,5,3,0
2024-05-04,2,678,601,1.41,15.1,6.5,0.7,12.4,0,5,5,4,1
2024-05-05,2,737,647,1.74,17.4,8.9,1.7,19.6,0,6,5,5,1
2024-05-06,2,1110,1022,2.11,17.1,10.5,3.5,18.6,0,0,5,6,0
2024-05-07,2,1062,929,1.88,18.6,8.2,1.1,23.5,0,1,5,7,0
2024-05-08,2,1096,986,2.16,16.3,8.3,0.0,15.4,1,2,5,8,0
2024-05-09,2,1042,944,2.33,19.4,7.3,0.0,11.9,1,3,5,9,0
2024-05-10,2,1084,923,1.54,22.5,9.4,0.0,14.8,0,4,5,10,0
2024-05-11,2,710,656,2.69,24.7,10.0,0.0,15.2,0,5,5,11,1
2024-05-12,2,749,680,2.29,24.2,11.9,8.3,12.7,0,6,5,12,1
2024-05-13,2,939,866,1.66,20.8,14.4,0.0,19.6,0,0,5,13,0
2024-05-14,2,959,854,0.84,16.7,13.3,17.1,14.1,0,1,5,14,0
2024-05-15,2,1099,999,2.14,19.0,12.2,2.3,14.1,0,2,5,15,0
2024-05-16,2,1018,943,2.66,18.3,11.8,3.2,14.0,0,3,5,16,0
2024-05-17,2,1053,1008,2.67,18.4,10.0,0.2,9.9,0,4,5,17,0
2024-05-18,2,798,711,1.26,20.4,11.4,7.1,12.6,0,5,5,18,1
2024-05-19,2,663,596,1.44,19.1,11.6,2.0,8.9,0,6,5,19,1
2024-05-20,2,1183,1059,1.96,21.3,11.2,10.5,14.5,1,0,5,20,0
2024-05-21,2,1127,1048,1.98,19.3,11.8,13.5,11.9,0,1,5,21,0
2024-05-22,2,1175,1035,2.57,18.8,11.1,3.9,20.5,0,2,5,22,0
2024-05-23,2,1074,945,2.39,18.9,11.6,8.0,12.3,0,3,5,23,0
2024-05-24,2,1121,1017,3.0,18.7,10.4,3.2,16.3,0,4,5,24,0
2024-05-25,2,795,708,1.63,20.3,10.7,1.1,10.5,0,5,5,25,1
2024-05-26,2,790,709,2.26,20.6,14.0,3.6,21.9,0,6,5,26,1
2024-05-27,2,1174,1090,1.23,16.7,11.3,1.8,18.4,0,0,5,27,0
