date,centre_id,nb_colis_entree,nb_colis_sortie,volume_moyen
2023-03-09,2,1026,904,2.12
2023-03-10,2,934,869,2.05
2023-03-11,2,683,603,2.26
2023-03-12,2,733,659,2.21
2023-03-13,2,1133,1032,1.67
2023-03-14,2,1063,969,2.12
2023-03-15,2,1057,940,2.04
2023-03-16,2,1037,917,2.71
2023-03-17,2,1076,946,1.77
2023-03-18,2,739,663,2.26
2023-03-19,2,789,702,1.56
2023-03-20,2,1149,1028,3.32
2023-03-21,2,1001,910,1.75
2023-03-22,2,1029,902,2.12
2023-03-23,2,997,862,2.77
2023-03-24,2,1103,1000,1.54
2023-03-25,2,759,683,2.22
2023-03-26,2,774,680,0.88
2023-03-27,2,1119,981,2.38
2023-03-28,2,1107,1017,2.15
2023-03-29,2,1052,941,1.69
2023-03-30,2,1068,1007,2.52
2023-03-31,2,1111,1017,2.78
2023-04-01,2,720,676,2.28
2023-04-02,2,739,668,2.26
2023-04-03,2,1072,961,2.54
2023-04-04,2,1069,930,1.87
2023-04-05,2,1066,919,2.52
2023-04-06,2,1108,1017,1.83
2023-04-07,2,1054,978,0.68
2023-04-08,2,736,645,2.39
2023-04-09,2,757,660,1.76
2023-04-10,2,1051,962,1.7
2023-04-11,2,958,872,2.08
2023-04-12,2,1060,974,2.16
2023-04-13,2,1100,1005,1.81
2023-04-14,2,1046,965,2.26
2023-04-15,2,756,690,1.38
2023-04-16,2,766,667,1.52
2023-04-17,2,1141,1053,2.25
2023-04-18,2,1055,970,2.68
2023-04-19,2,1209,1116,1.68
2023-04-20,2,1056,930,2.17
2023-04-21,2,1013,916,2.32
2023-04-22,2,731,644,2.19
2023-04-23,2,702,617,0.44
2023-04-24,2,1083,955,0.65
2023-04-25,2,1098,1009,2.59
2023-04-26,2,1101,980,0.76
2023-04-27,2,1060,930,2.2
2023-04-28,2,1118,967,2.39
2023-04-29,2,796,718,1.91
2023-04-30,2,735,669,2.42
2023-05-01,2,1043,920,1.88
2023-05-02,2,1009,894,1.83
2023-05-03,2,1042,953,2.33
2023-05-04,2,1132,1040,1.19
2023-05-05,2,1077,996,2.48
2023-05-06,2,731,659,2.41
2023-05-07,2,753,675,2.18
2023-05-08,2,1024,913,1.25
2023-05-09,2,1100,986,1.83
2023-05-10,2,1009,870,1.52
2023-05-11,2,1031,916,2.28
2023-05-12,2,1049,909,2.39
2023-05-13,2,705,640,1.98
2023-05-14,2,772,694,1.56
2023-05-15,2,1046,907,2.27
2023-05-16,2,1048,962,1.71
2023-05-17,2,1125,984,1.97
2023-05-18,2,1085,996,1.66
2023-05-19,2,1064,955,1.82
2023-05-20,2,788,713,2.09
2023-05-21,2,801,728,2.72
2023-05-22,2,1008,941,2.1
2023-05-23,2,1111,991,2.78
2023-05-24,2,1037,886,1.55
2023-05-25,2,1114,971,2.06
2023-05-26,2,1070,936,2.06
2023-05-27,2,739,685,1.76
2023-05-28,2,702,632,1.85
2023-05-29,2,1097,971,0.7
2023-05-30,2,1060,975,1.07
2023-05-31,2,1109,1023,2.06
2023-06-01,2,937,855,1.33
2023-06-02,2,856,782,1.82
2023-06-03,2,683,606,2.05
2023-06-04,2,667,599,2.07
2023-06-05,2,1040,916,2.34
2023-06-06,2,1033,926,1.98
2023-06-07,2,1014,917,1.8
2023-06-08,2,980,853,2.59
2023-06-09,2,944,844,1.56
2023-06-10,2,717,635,1.59
2023-06-11,2,650,576,1.46
2023-06-12,2,991,884,1.82
2023-06-13,2,998,888,1.58
2023-06-14,2,999,880,1.07
2023-06-15,2,881,779,2.06
2023-06-16,2,899,826,2.13
2023-06-17,2,732,631,2.39
2023-06-18,2,730,671,1.45
2023-06-19,2,1004,881,1.23
2023-06-20,2,890,797,1.0
2023-06-21,2,872,806,1.65
2023-06-22,2,951,876,1.75
2023-06-23,2,982,894,2.43
2023-06-24,2,750,676,3.16
2023-06-25,2,650,585,1.93
2023-06-26,2,967,892,1.56
2023-06-27,2,1022,921,1.96
2023-06-28,2,963,847,1.53
2023-06-29,2,979,883,1.43
2023-06-30,2,1039,918,1.43
2023-07-01,2,599,542,1.4
2023-07-02,2,682,588,2.79
2023-07-03,2,970,872,1.17
2023-07-04,2,999,886,0.81
2023-07-05,2,945,842,1.67
2023-07-06,2,1000,899,2.47
2023-07-07,2,1056,917,2.67
2023-07-08,2,681,596,1.52
2023-07-09,2,648,579,2.17
2023-07-10,2,947,857,1.66
2023-07-11,2,1020,886,0.94
2023-07-12,2,936,828,2.71
2023-07-13,2,962,849,1.97
2023-07-14,2,953,834,1.55
2023-07-15,2,707,620,2.49
2023-07-16,2,674,617,1.48
2023-07-17,2,832,751,1.84
2023-07-18,2,993,900,1.17
2023-07-19,2,1000,909,1.68
2023-07-20,2,867,762,2.27
2023-07-21,2,922,829,1.99
2023-07-22,2,696,634,1.89
2023-07-23,2,651,576,2.02
2023-07-24,2,962,887,2.4
2023-07-25,2,1006,902,2.21
2023-07-26,2,950,860,1.38
2023-07-27,2,970,824,1.65
2023-07-28,2,982,857,3.59
2023-07-29,2,662,591,1.62
2023-07-30,2,638,565,2.94
2023-07-31,2,932,858,1.63
2023-08-01,2,944,872,1.71
2023-08-02,2,957,881,1.44
2023-08-03,2,1002,919,1.93
2023-08-04,2,867,773,2.39
2023-08-05,2,630,541,2.26
2023-08-06,2,692,624,2.02
2023-08-07,2,990,894,2.29
2023-08-08,2,963,866,2.2
2023-08-09,2,1038,949,2.2
2023-08-10,2,896,802,2.22
2023-08-11,2,992,911,1.41
2023-08-12,2,626,587,2.17
2023-08-13,2,618,566,2.05
2023-08-14,2,977,866,2.25
2023-08-15,2,1069,969,2.61
2023-08-16,2,964,876,2.0
2023-08-17,2,1073,973,2.44
2023-08-18,2,949,829,1.85
2023-08-19,2,649,557,1.7
2023-08-20,2,715,637,2.21
2023-08-21,2,919,801,1.27
2023-08-22,2,1024,984,2.33
2023-08-23,2,923,843,2.26
2023-08-24,2,978,871,1.93
2023-08-25,2,966,863,2.57
2023-08-26,2,614,562,2.69
2023-08-27,2,609,550,2.5
2023-08-28,2,983,855,2.51
2023-08-29,2,919,816,2.87
2023-08-30,2,978,886,2.16
2023-08-31,2,1000,863,2.17
2023-09-01,2,1106,1031,1.93
2023-09-02,2,737,662,2.3
2023-09-03,2,790,697,1.34
2023-09-04,2,1084,1003,2.23
2023-09-05,2,1009,928,2.7
2023-09-06,2,1067,1033,0.61
2023-09-07,2,1029,930,1.14
2023-09-08,2,1007,920,2.82
2023-09-09,2,746,665,2.45
2023-09-10,2,791,709,1.48
2023-09-11,2,1126,991,2.11
2023-09-12,2,1110,1014,1.8
2023-09-13,2,1074,982,1.54
2023-09-14,2,1126,1028,2.96
2023-09-15,2,1131,1005,2.41
2023-09-16,2,773,690,1.82
2023-09-17,2,735,677,1.88
2023-09-18,2,1123,991,1.1
2023-09-19,2,1016,940,1.83
2023-09-20,2,1099,977,1.92
2023-09-21,2,1130,997,1.9
2023-09-22,2,1085,991,1.85
2023-09-23,2,761,701,2.95
2023-09-24,2,714,622,1.87
2023-09-25,2,1129,979,2.04
2023-09-26,2,1013,896,1.93
2023-09-27,2,1048,992,1.44
2023-09-28,2,1055,942,1.88
2023-09-29,2,1051,946,2.23
2023-09-30,2,694,608,1.39
2023-10-01,2,754,705,2.41
2023-10-02,2,1078,958,1.67
2023-10-03,2,1051,928,2.57
2023-10-04,2,1146,1001,3.16
2023-10-05,2,1062,936,2.81
2023-10-06,2,1106,952,2.39
2023-10-07,2,682,605,2.98
2023-10-08,2,697,654,2.4
2023-10-09,2,1077,987,2.95
2023-10-10,2,1017,891,2.14
2023-10-11,2,1102,1001,1.75
2023-10-12,2,1007,916,1.66
2023-10-13,2,1076,968,2.22
2023-10-14,2,838,766,1.98
2023-10-15,2,753,672,2.14
2023-10-16,2,1098,981,2.42
2023-10-17,2,1102,986,2.19
2023-10-18,2,1089,1002,2.15
2023-10-19,2,1167,1048,1.24
2023-10-20,2,1117,1024,2.82
2023-10-21,2,765,677,1.85
2023-10-22,2,752,690,2.2
2023-10-23,2,1139,1036,1.35
2023-10-24,2,1099,970,2.11
2023-10-25,2,1095,960,2.29
2023-10-26,2,1084,982,1.8
2023-10-27,2,1018,946,1.8
2023-10-28,2,802,714,2.71
2023-10-29,2,695,605,2.0
2023-10-30,2,1025,935,2.7
2023-10-31,2,1038,960,3.34
2023-11-01,2,1465,1338,2.26
2023-11-02,2,1403,1263,2.79
2023-11-03,2,1499,1383,1.63
2023-11-04,2,1013,927,1.86
2023-11-05,2,955,873,1.77
2023-11-06,2,1400,1252,1.68
2023-11-07,2,1315,1184,2.03
2023-11-08,2,1439,1330,3.33
2023-11-09,2,1397,1275,2.1
2023-11-10,2,1422,1282,2.8
2023-11-11,2,940,819,1.47
2023-11-12,2,985,903,2.38
2023-11-13,2,1380,1213,0.83
2023-11-14,2,1384,1233,1.4
2023-11-15,2,1330,1192,2.45
2023-11-16,2,1462,1273,2.32
2023-11-17,2,1450,1282,2.58
2023-11-18,2,956,870,2.32
2023-11-19,2,944,862,1.82
2023-11-20,2,1417,1273,1.73
2023-11-21,2,1377,1248,1.66
2023-11-22,2,1358,1242,1.89
2023-11-23,2,1411,1276,1.63
2023-11-24,2,1433,1305,1.59
2023-11-25,2,954,831,1.4
2023-11-26,2,947,842,1.27
2023-11-27,2,1551,1322,2.21
2023-11-28,2,1424,1292,1.4
2023-11-29,2,1373,1252,1.57
2023-11-30,2,1296,1121,0.91
2023-12-01,2,1377,1229,2.27
2023-12-02,2,1043,945,1.35
2023-12-03,2,1006,929,1.45
2023-12-04,2,1436,1282,2.13
2023-12-05,2,1365,1252,2.36
2023-12-06,2,1301,1133,0.65
2023-12-07,2,1467,1292,2.64
2023-12-08,2,1504,1360,3.14
2023-12-09,2,1059,949,1.48
2023-12-10,2,1015,875,2.91
2023-12-11,2,1377,1247,3.25
2023-12-12,2,1255,1124,2.5
2023-12-13,2,1376,1289,1.83
2023-12-14,2,1353,1208,2.86
2023-12-15,2,1351,1223,1.66
2023-12-16,2,895,796,1.89
2023-12-17,2,948,811,1.93
2023-12-18,2,1382,1227,2.6
2023-12-19,2,1459,1341,1.93
2023-12-20,2,1276,1139,1.38
2023-12-21,2,1322,1172,1.54
2023-12-22,2,1403,1271,1.88
2023-12-23,2,985,878,2.16
2023-12-24,2,1012,908,2.4
2023-12-25,2,1443,1291,2.42
2023-12-26,2,1415,1238,1.41
2023-12-27,2,1493,1367,2.4
2023-12-28,2,1383,1233,1.59
2023-12-29,2,1400,1241,1.51
2023-12-30,2,953,851,1.71
2023-12-31,2,1000,914,2.04
2024-01-01,2,1093,998,2.26
2024-01-02,2,1033,936,1.63
2024-01-03,2,1073,945,1.82
2024-01-04,2,992,870,1.81
2024-01-05,2,1023,909,2.52
2024-01-06,2,728,637,2.61
2024-01-07,2,766,677,2.03
2024-01-08,2,1063,922,2.7
2024-01-09,2,1063,975,1.61
2024-01-10,2,1151,1009,2.58
2024-01-11,2,1091,988,1.47
2024-01-12,2,1037,956,2.18
2024-01-13,2,770,697,3.42
2024-01-14,2,697,610,2.41
2024-01-15,2,1018,881,2.47
2024-01-16,2,1055,969,2.32
2024-01-17,2,1036,942,1.73
2024-01-18,2,1012,947,2.04
2024-01-19,2,993,927,1.87
2024-01-20,2,756,674,1.99
2024-01-21,2,767,677,2.39
2024-01-22,2,1018,925,1.84
2024-01-23,2,1027,925,2.5
2024-01-24,2,1003,897,3.61
2024-01-25,2,1084,951,2.41
2024-01-26,2,1117,990,2.06
2024-01-27,2,770,684,1.52
2024-01-28,2,706,622,2.55
2024-01-29,2,1122,1044,3.09
2024-01-30,2,1044,937,2.68
2024-01-31,2,1084,998,1.82
2024-02-01,2,1162,1040,1.26
2024-02-02,2,1106,973,2.0
2024-02-03,2,718,643,2.15
2024-02-04,2,704,660,1.42
2024-02-05,2,1070,953,1.8
2024-02-06,2,1028,900,1.68
2024-02-07,2,951,891,1.04
2024-02-08,2,1092,971,2.09
2024-02-09,2,1067,961,1.32
2024-02-10,2,786,688,1.37
2024-02-11,2,777,711,2.09
2024-02-12,2,1051,936,1.58
2024-02-13,2,1109,1007,2.85
2024-02-14,2,1131,1025,1.91
2024-02-15,2,1073,1005,2.02
2024-02-16,2,968,885,1.95
2024-02-17,2,754,694,3.24
2024-02-18,2,837,746,2.09
2024-02-19,2,1071,943,2.08
2024-02-20,2,1094,994,1.79
2024-02-21,2,1125,1015,2.09
2024-02-22,2,1101,985,1.75
2024-02-23,2,1060,940,2.21
2024-02-24,2,689,613,2.01
2024-02-25,2,742,656,2.05
2024-02-26,2,1026,907,1.58
2024-02-27,2,1153,1024,0.99
2024-02-28,2,1031,917,1.48
2024-02-29,2,1132,1013,1.76
2024-03-01,2,1046,905,2.31
2024-03-02,2,776,642,1.51
2024-03-03,2,809,738,2.16
2024-03-04,2,1123,974,2.25
2024-03-05,2,971,861,2.3
2024-03-06,2,1058,950,2.6
2024-03-07,2,1021,948,2.02
2024-03-08,2,1096,990,2.82
2024-03-09,2,747,673,2.09
2024-03-10,2,802,710,2.36
2024-03-11,2,1189,1052,1.33
2024-03-12,2,1083,1021,2.29
2024-03-13,2,1045,918,1.71
2024-03-14,2,946,913,2.49
2024-03-15,2,1025,932,2.29
2024-03-16,2,734,658,3.04
2024-03-17,2,711,619,1.45
2024-03-18,2,1106,975,2.1
2024-03-19,2,1110,1031,1.95
2024-03-20,2,1008,938,2.24
2024-03-21,2,1103,1009,1.94
2024-03-22,2,1095,988,2.01
2024-03-23,2,644,586,3.84
2024-03-24,2,732,653,1.55
2024-03-25,2,1060,961,1.87
2024-03-26,2,1100,991,2.06
2024-03-27,2,1134,1014,1.17
2024-03-28,2,1082,960,2.37
2024-03-29,2,1117,1038,1.47
2024-03-30,2,706,607,2.15
2024-03-31,2,829,767,2.18
2024-04-01,2,1100,1000,1.89
2024-04-02,2,1121,1011,1.63
2024-04-03,2,1088,994,1.37
2024-04-04,2,1079,952,1.91
2024-04-05,2,1130,1025,1.73
2024-04-06,2,793,705,3.08
2024-04-07,2,648,606,2.25
2024-04-08,2,1087,1010,1.72
2024-04-09,2,1101,974,1.74
2024-04-10,2,1070,953,2.53
2024-04-11,2,1145,1012,1.37
2024-04-12,2,999,883,1.4
2024-04-13,2,717,646,2.29
2024-04-14,2,769,708,1.71
2024-04-15,2,1108,965,2.1
2024-04-16,2,1065,949,2.07
2024-04-17,2,1190,1061,2.42
2024-04-18,2,1096,981,1.7
2024-04-19,2,1025,912,2.41
2024-04-20,2,784,692,1.64
2024-04-21,2,754,660,2.18
2024-04-22,2,985,873,2.34
2024-04-23,2,1122,1052,2.17
2024-04-24,2,1095,993,2.3
2024-04-25,2,1105,1020,1.95
2024-04-26,2,1150,1028,2.71
2024-04-27,2,706,667,1.74
2024-04-28,2,768,699,1.89
2024-04-29,2,1114,1043,2.38
2024-04-30,2,1027,905,2.09
2024-05-01,2,1169,1044,2.97
2024-05-02,2,1025,924,0.99
2024-05-03,2,1100,946,2.64
2024-05-04,2,678,601,1.41
2024-05-05,2,737,647,1.74
2024-05-06,2,1110,1022,2.11
2024-05-07,2,1062,929,1.88
2024-05-08,2,1096,986,2.16
2024-05-09,2,1042,944,2.33
2024-05-10,2,1084,923,1.54
2024-05-11,2,710,656,2.69
2024-05-12,2,749,680,2.29
2024-05-13,2,939,866,1.66
2024-05-14,2,959,854,0.84
2024-05-15,2,1099,999,2.14
2024-05-16,2,1018,943,2.66
2024-05-17,2,1053,1008,2.67
2024-05-18,2,798,711,1.26
2024-05-19,2,663,596,1.44
2024-05-20,2,1183,1059,1.96
2024-05-21,2,1127,1048,1.98
2024-05-22,2,1175,1035,2.57
2024-05-23,2,1074,945,2.39
2024-05-24,2,1121,1017,3.0
2024-05-25,2,795,708,1.63
2024-05-26,2,790,709,2.26
2024-05-27,2,1174,1090,1.23
2024-05-28,2,1056,1004,2.82
2024-05-29,2,960,866,2.57
2024-05-30,2,1089,1008,2.16
2024-05-31,2,1059,969,3.42
2024-06-01,2,702,640,2.32
2024-06-02,2,643,569,2.28
2024-06-03,2,1016,878,1.28
2024-06-04,2,891,805,1.8
2024-06-05,2,926,854,1.43
2024-06-06,2,947,831,2.77
2024-06-07,2,1028,956,2.07
2024-06-08,2,675,595,1.76
2024-06-09,2,705,635,2.33
2024-06-10,2,1051,924,1.94
2024-06-11,2,1036,962,2.07
2024-06-12,2,1017,896,1.69
2024-06-13,2,939,808,1.63
2024-06-14,2,984,886,2.34
2024-06-15,2,729,658,2.65
2024-06-16,2,643,594,1.57
2024-06-17,2,990,923,2.31
2024-06-18,2,1025,887,2.59
2024-06-19,2,905,820,1.98
2024-06-20,2,883,821,1.37
2024-06-21,2,976,895,1.98
2024-06-22,2,641,581,1.38
2024-06-23,2,670,600,2.25
2024-06-24,2,1046,944,2.02
2024-06-25,2,1095,1018,1.33
2024-06-26,2,943,861,1.11
2024-06-27,2,1010,909,1.36
2024-06-28,2,1000,913,1.37
2024-06-29,2,660,617,1.65
2024-06-30,2,670,623,1.21
2024-07-01,2,1007,887,2.73
2024-07-02,2,999,906,1.94
2024-07-03,2,837,769,1.8
2024-07-04,2,1103,996,1.57
2024-07-05,2,953,834,2.24
2024-07-06,2,699,643,2.25
2024-07-07,2,624,573,1.13
2024-07-08,2,981,857,2.8
2024-07-09,2,930,843,1.98
2024-07-10,2,915,788,1.64
2024-07-11,2,1037,873,1.2
2024-07-12,2,951,846,1.88
2024-07-13,2,673,605,1.87
2024-07-14,2,730,652,2.25
2024-07-15,2,1018,943,1.31
2024-07-16,2,1021,897,2.53
2024-07-17,2,995,867,1.86
2024-07-18,2,934,837,2.19
2024-07-19,2,949,863,1.61
2024-07-20,2,675,604,2.42
2024-07-21,2,713,625,2.17
2024-07-22,2,1044,954,2.11
2024-07-23,2,1017,915,1.91
2024-07-24,2,888,782,2.27
2024-07-25,2,918,808,2.44
2024-07-26,2,942,897,2.1
2024-07-27,2,685,623,2.52
2024-07-28,2,686,608,2.07
2024-07-29,2,963,871,1.48
2024-07-30,2,968,846,1.58
2024-07-31,2,1000,914,1.41
2024-08-01,2,1005,908,2.3
2024-08-02,2,1024,914,2.71
2024-08-03,2,621,550,2.83
2024-08-04,2,715,655,1.16
2024-08-05,2,1009,942,2.45
2024-08-06,2,982,862,2.22
2024-08-07,2,973,840,2.67
2024-08-08,2,943,801,1.15
2024-08-09,2,943,866,1.13
2024-08-10,2,700,646,1.82
2024-08-11,2,653,582,2.35
2024-08-12,2,945,800,1.64
2024-08-13,2,916,836,1.84
2024-08-14,2,901,796,2.08
2024-08-15,2,928,829,1.63
2024-08-16,2,953,864,1.87
2024-08-17,2,675,608,1.97
2024-08-18,2,695,641,1.36
2024-08-19,2,1039,929,2.07
2024-08-20,2,883,755,1.6
2024-08-21,2,978,863,1.37
2024-08-22,2,954,834,1.69
2024-08-23,2,995,910,2.9
2024-08-24,2,638,585,1.18
2024-08-25,2,654,578,2.07
2024-08-26,2,882,802,2.28
2024-08-27,2,975,877,2.19
2024-08-28,2,986,905,2.4
2024-08-29,2,1004,902,2.82
2024-08-30,2,941,842,1.63
2024-08-31,2,661,587,1.86
2024-09-01,2,729,676,2.44
2024-09-02,2,1057,910,2.14
2024-09-03,2,1099,995,1.94
2024-09-04,2,1079,986,1.9
2024-09-05,2,1187,1052,2.81
2024-09-06,2,993,895,2.22
2024-09-07,2,765,675,1.94
2024-09-08,2,731,664,2.3
2024-09-09,2,1050,932,2.2
2024-09-10,2,1064,985,2.53
2024-09-11,2,1119,949,1.76
2024-09-12,2,1125,995,1.71
2024-09-13,2,1038,963,0.8
2024-09-14,2,760,665,2.24
2024-09-15,2,734,684,2.39
2024-09-16,2,1017,951,2.91
2024-09-17,2,1075,964,2.15
2024-09-18,2,1048,930,2.39
2024-09-19,2,1103,1003,0.74
2024-09-20,2,1176,1047,1.61
2024-09-21,2,746,640,1.88
2024-09-22,2,753,681,1.78
2024-09-23,2,1119,1004,2.26
2024-09-24,2,1077,938,0.91
2024-09-25,2,1128,1059,1.62
2024-09-26,2,1043,934,2.52
2024-09-27,2,1035,960,2.22
2024-09-28,2,762,679,1.9
2024-09-29,2,738,657,1.76
2024-09-30,2,1067,979,2.58
2024-10-01,2,1087,972,1.27
2024-10-02,2,1178,1050,2.03
2024-10-03,2,1065,983,2.04
2024-10-04,2,1044,944,2.48
2024-10-05,2,764,687,2.08
2024-10-06,2,738,671,1.15
2024-10-07,2,998,920,1.91
2024-10-08,2,1061,967,1.75
2024-10-09,2,1175,1072,2.56
2024-10-10,2,1108,980,1.8
2024-10-11,2,1033,950,1.31
2024-10-12,2,787,694,2.95
2024-10-13,2,734,649,2.24
2024-10-14,2,1043,975,2.02
2024-10-15,2,1054,941,1.74
2024-10-16,2,1043,935,2.25
2024-10-17,2,987,883,2.1
2024-10-18,2,1105,992,2.63
2024-10-19,2,802,717,2.09
2024-10-20,2,780,679,1.63
2024-10-21,2,1043,957,1.9
2024-10-22,2,1092,986,1.65
2024-10-23,2,1112,1022,2.1
2024-10-24,2,1109,1036,2.2
2024-10-25,2,1022,879,1.37
2024-10-26,2,727,645,1.57
2024-10-27,2,761,676,1.97
2024-10-28,2,991,874,2.0
2024-10-29,2,1050,919,2.4
2024-10-30,2,1006,921,1.99
2024-10-31,2,1050,935,2.21
2024-11-01,2,1393,1257,1.84
2024-11-02,2,954,833,2.41
2024-11-03,2,1010,877,1.07
2024-11-04,2,1233,1107,2.26
2024-11-05,2,1488,1356,2.32
2024-11-06,2,1400,1240,1.65
2024-11-07,2,1388,1268,2.29
2024-11-08,2,1295,1155,2.51
2024-11-09,2,935,859,1.72
2024-11-10,2,1009,901,1.49
2024-11-11,2,1366,1227,1.57
2024-11-12,2,1470,1320,2.03
2024-11-13,2,1434,1307,1.38
2024-11-14,2,1460,1288,2.38
2024-11-15,2,1456,1303,1.26
2024-11-16,2,987,909,1.5
2024-11-17,2,946,861,2.11
2024-11-18,2,1386,1173,2.08
2024-11-19,2,1497,1311,2.52
2024-11-20,2,1440,1306,1.69
2024-11-21,2,1528,1361,0.53
2024-11-22,2,1409,1252,2.04
2024-11-23,2,1045,952,1.77
2024-11-24,2,879,820,1.93
2024-11-25,2,1383,1262,1.29
2024-11-26,2,1444,1362,2.04
2024-11-27,2,1358,1211,2.42
2024-11-28,2,1257,1136,1.93
2024-11-29,2,1366,1223,2.0
2024-11-30,2,949,862,1.56
2024-12-01,2,1020,898,2.48
2024-12-02,2,1493,1382,1.68
2024-12-03,2,1386,1228,2.35
2024-12-04,2,1253,1125,2.52
2024-12-05,2,1313,1221,2.77
2024-12-06,2,1443,1310,2.82
2024-12-07,2,841,722,2.04
2024-12-08,2,1007,900,2.32
2024-12-09,2,1331,1196,1.51
2024-12-10,2,1258,1146,1.69
2024-12-11,2,1345,1216,1.69
2024-12-12,2,1473,1364,1.28
2024-12-13,2,1372,1233,1.98
2024-12-14,2,1004,914,2.35
2024-12-15,2,925,802,1.31
2024-12-16,2,1369,1243,2.48
2024-12-17,2,1299,1177,2.46
2024-12-18,2,1395,1300,2.03
2024-12-19,2,1349,1207,2.2
2024-12-20,2,1355,1170,2.29
2024-12-21,2,955,870,2.93
2024-12-22,2,960,857,1.7
2024-12-23,2,1221,1086,1.89
2024-12-24,2,1541,1415,2.08
2024-12-25,2,1398,1285,2.52
2024-12-26,2,1308,1158,1.76
2024-12-27,2,1368,1253,1.67
2024-12-28,2,971,892,1.48
2024-12-29,2,982,910,2.48
2024-12-30,2,1442,1302,1.74
2024-12-31,2,1368,1238,2.6
2023-01-01,3,831,728,1.28
2023-01-02,3,1159,1001,2.85
2023-01-03,3,1036,944,2.25
2023-01-04,3,1109,1007,1.75
2023-01-05,3,1061,950,1.61
2023-01-06,3,1088,990,1.69
2023-01-07,3,736,657,2.55
2023-01-08,3,778,732,2.7
2023-01-09,3,1039,924,2.26
2023-01-10,3,1112,992,2.56
2023-01-11,3,1056,941,2.39
2023-01-12,3,1051,966,2.83
2023-01-13,3,1058,962,2.69
2023-01-14,3,737,653,3.34
2023-01-15,3,691,623,2.67
2023-01-16,3,1178,1085,1.82
2023-01-17,3,1085,979,2.33
2023-01-18,3,975,890,1.55
2023-01-19,3,1024,952,2.19
2023-01-20,3,990,926,1.67
2023-01-21,3,753,659,2.4
2023-01-22,3,767,698,1.82
2023-01-23,3,1109,996,1.95
2023-01-24,3,1028,950,1.84
2023-01-25,3,1049,932,2.02
2023-01-26,3,981,935,1.7
2023-01-27,3,1266,1115,1.41
2023-01-28,3,785,694,2.26
2023-01-29,3,721,637,2.58
2023-01-30,3,1095,970,2.48
2023-01-31,3,1081,992,1.08
2023-02-01,3,1078,1002,1.87
2023-02-02,3,1070,946,2.01
2023-02-03,3,1105,975,1.52
2023-02-04,3,703,639,1.95
2023-02-05,3,710,635,3.33
2023-02-06,3,1086,958,2.74
2023-02-07,3,1142,1034,1.34
2023-02-08,3,1079,1031,1.36
2023-02-09,3,1113,1002,2.05
2023-02-10,3,1108,1020,1.71
2023-02-11,3,758,689,1.25
2023-02-12,3,700,644,2.1
2023-02-13,3,1100,1005,2.6
2023-02-14,3,1051,937,2.51
2023-02-15,3,1049,961,1.61
2023-02-16,3,1068,997,2.01
2023-02-17,3,1032,931,1.24
2023-02-18,3,774,680,0.89
2023-02-19,3,706,630,2.08
2023-02-20,3,1143,1044,1.38
2023-02-21,3,1006,904,2.55
2023-02-22,3,1093,1002,1.17
2023-02-23,3,1015,893,2.37
2023-02-24,3,1035,956,2.15
2023-02-25,3,777,688,1.75
2023-02-26,3,738,660,1.73
2023-02-27,3,1007,884,2.23
2023-02-28,3,1108,966,2.41
2023-03-01,3,1085,980,2.19
2023-03-02,3,1075,984,2.06
2023-03-03,3,1090,939,0.83
2023-03-04,3,732,656,1.95
2023-03-05,3,691,638,1.33
2023-03-06,3,1092,972,2.03
2023-03-07,3,1055,941,1.9
2023-03-08,3,1169,1030,2.23
2023-03-09,3,1060,945,1.9
2023-03-10,3,1034,940,2.5
2023-03-11,3,812,738,2.23
2023-03-12,3,788,709,2.68
2023-03-13,3,1044,969,3.22
2023-03-14,3,1109,990,2.3
2023-03-15,3,954,839,2.48
2023-03-16,3,1095,1012,2.7
2023-03-17,3,1130,1030,1.43
2023-03-18,3,772,697,1.0
2023-03-19,3,772,701,1.5
2023-03-20,3,934,820,2.05
2023-03-21,3,1036,914,1.46
2023-03-22,3,1088,965,1.7
2023-03-23,3,1104,1012,1.7
2023-03-24,3,1117,1018,1.68
2023-03-25,3,769,680,2.78
2023-03-26,3,719,661,1.77
2023-03-27,3,1083,980,1.39
2023-03-28,3,1097,976,1.49
2023-03-29,3,1032,913,1.33
2023-03-30,3,1000,915,1.47
2023-03-31,3,1109,1001,2.04
2023-04-01,3,808,744,2.9
2023-04-02,3,752,696,2.53
2023-04-03,3,1050,942,2.47
2023-04-04,3,1116,1011,2.34
2023-04-05,3,1078,976,2.92
2023-04-06,3,1107,1000,1.87
2023-04-07,3,1114,994,2.12
2023-04-08,3,742,660,1.73
2023-04-09,3,708,646,1.76
2023-04-10,3,1134,1014,1.84
2023-04-11,3,1104,969,2.35
2023-04-12,3,1030,924,1.6
2023-04-13,3,1060,956,1.64
2023-04-14,3,1007,932,1.52
2023-04-15,3,776,687,1.98
2023-04-16,3,739,649,2.79
2023-04-17,3,1069,932,1.92
2023-04-18,3,1028,941,2.38
2023-04-19,3,962,897,1.47
2023-04-20,3,1038,910,2.63
2023-04-21,3,1072,971,1.56
2023-04-22,3,750,681,1.78
2023-04-23,3,786,695,1.49
2023-04-24,3,1074,971,1.54
2023-04-25,3,1021,968,2.32
2023-04-26,3,1071,941,1.48
2023-04-27,3,1135,1013,0.9
2023-04-28,3,1064,1037,1.54
2023-04-29,3,719,678,1.48
2023-04-30,3,737,654,1.33
